10 0 0
9.921 1.253 0
9.686 2.487 0
9.298 3.681 0
8.763 4.818 0
8.09 5.878 0
7.29 6.845 0
6.374 7.705 0
5.358 8.443 0
4.258 9.048 0
3.09 9.511 0
1.874 9.823 0
0.6279 9.98 0
-0.6279 9.98 0
-1.874 9.823 0
-3.09 9.511 0
-4.258 9.048 0
-5.358 8.443 0
-6.374 7.705 0
-7.29 6.845 0
-8.09 5.878 0
-8.763 4.818 0
-9.298 3.681 0
-9.686 2.487 0
-9.921 1.253 0
-10 -1.21e-14 0
-9.921 -1.253 0
-9.686 -2.487 0
-9.298 -3.681 0
-8.763 -4.818 0
-8.09 -5.878 0
-7.29 -6.845 0
-6.374 -7.705 0
-5.358 -8.443 0
-4.258 -9.048 0
-3.09 -9.511 0
-1.874 -9.823 0
-0.6279 -9.98 0
0.6279 -9.98 0
1.874 -9.823 0
3.09 -9.511 0
4.258 -9.048 0
5.358 -8.443 0
6.374 -7.705 0
7.29 -6.845 0
8.09 -5.878 0
8.763 -4.818 0
9.298 -3.681 0
9.686 -2.487 0
9.921 -1.253 0
10.1 0 1
10.02 1.241 1
9.783 2.462 1
9.391 3.644 1
8.851 4.769 1
8.171 5.819 1
7.363 6.777 1
6.438 7.628 1
5.412 8.359 1
4.3 8.958 1
3.121 9.415 1
1.893 9.725 1
0.6342 9.88 1
-0.6342 9.88 1
-1.893 9.725 1
-3.121 9.415 1
-4.3 8.958 1
-5.412 8.359 1
-6.438 7.628 1
-7.363 6.777 1
-8.171 5.819 1
-8.851 4.769 1
-9.391 3.644 1
-9.783 2.462 1
-10.02 1.241 1
-10.1 -1.198e-14 1
-10.02 -1.241 1
-9.783 -2.462 1
-9.391 -3.644 1
-8.851 -4.769 1
-8.171 -5.819 1
-7.363 -6.777 1
-6.438 -7.628 1
-5.412 -8.359 1
-4.3 -8.958 1
-3.121 -9.415 1
-1.893 -9.725 1
-0.6342 -9.88 1
0.6342 -9.88 1
1.893 -9.725 1
3.121 -9.415 1
4.3 -8.958 1
5.412 -8.359 1
6.438 -7.628 1
7.363 -6.777 1
8.171 -5.819 1
8.851 -4.769 1
9.391 -3.644 1
9.783 -2.462 1
10.02 -1.241 1
10.2 0 2
10.12 1.228 2
9.88 2.437 2
9.484 3.608 2
8.938 4.721 2
8.252 5.76 2
7.435 6.709 2
6.502 7.551 2
5.465 8.274 2
4.343 8.867 2
3.152 9.32 2
1.911 9.626 2
0.6405 9.781 2
-0.6405 9.781 2
-1.911 9.626 2
-3.152 9.32 2
-4.343 8.867 2
-5.465 8.274 2
-6.502 7.551 2
-7.435 6.709 2
-8.252 5.76 2
-8.938 4.721 2
-9.484 3.608 2
-9.88 2.437 2
-10.12 1.228 2
-10.2 -1.186e-14 2
-10.12 -1.228 2
-9.88 -2.437 2
-9.484 -3.608 2
-8.938 -4.721 2
-8.252 -5.76 2
-7.435 -6.709 2
-6.502 -7.551 2
-5.465 -8.274 2
-4.343 -8.867 2
-3.152 -9.32 2
-1.911 -9.626 2
-0.6405 -9.781 2
0.6405 -9.781 2
1.911 -9.626 2
3.152 -9.32 2
4.343 -8.867 2
5.465 -8.274 2
6.502 -7.551 2
7.435 -6.709 2
8.252 -5.76 2
8.938 -4.721 2
9.484 -3.608 2
9.88 -2.437 2
10.12 -1.228 2
10.3 0 3
10.22 1.216 3
9.976 2.412 3
9.577 3.571 3
9.026 4.673 3
8.333 5.702 3
7.508 6.64 3
6.565 7.474 3
5.519 8.19 3
4.386 8.777 3
3.183 9.225 3
1.93 9.528 3
